id,description,title
63dd6b90-9e07-424b-b2f8-92c7c6dc26e6,"La Gerla 2003 Birba Sangiovese Grosso (Toscana)#This Sangiovese from a hot vintage definitely seems past its peak. It has a very sweet-smelling, cherry-driven nose with a touch of marmalade that is blasted by a sudden rush of oak wood.",La Gerla 2003 Birba Sangiovese Grosso (Toscana)
98010db8-7739-4728-a7a4-63db463d62c9,"Quinta do Grifo 2004 Reserva Red (Douro)#A firm wine, with dark chocolate and coffee flavors. The fruit flavors are  dark fig and stewed plums; there is a bitter edge to the tannins.",Quinta do Grifo 2004 Reserva Red (Douro)
f14db7ab-6a67-4518-8d7c-d95b3b1fc9fc,"Recanati 2004 Kosher Reserve Shiraz (Galilee)#Raspberry and cherry mingle with essence of mocha, tomato and pepper. Solid structure, full flavors and smooth tannins create a clean yet gripping texture, finishing strong and lengthy.",Recanati 2004 Kosher Reserve Shiraz (Galilee)
c7c21bd2-4635-41d3-af11-ecee34f71d5d,"St. Clement 2006 Chardonnay (Carneros)#Here's a likeable Chard, with peach, pear and fig flavors that have a distinctly herbal edge, like dried sage. Turns buttery and vanilla-y on the finish.",St. Clement 2006 Chardonnay (Carneros)
7cda512d-dd50-4c77-a87f-5aef15fe883d,"Quinta da Alorna 2006 Touriga Nacional (Ribatejano)#A soft, lightly sweet style of rosÃ©, flavored with strawberries and a touch of caramel. Fresh, and flavorful, with balancing acidity, this is a good apÃ©ritif wine.",Quinta da Alorna 2006 Touriga Nacional (Ribatejano)
19316df3-975e-4691-a297-b9bd58549ca1,"Torres 2006 ViÃ±a Esmeralda Moscatel (Catalunya)#This wine is a â€œproductâ€ in every sense of the word. It's consistent from year to year, and if you know Esmeralda, with its sweet blend of Moscatel and GewÃ¼rz, then you know that it delivers simple but pleasant lime, kiwi and cantaloupe flavors with a certain watery freshness.",Torres 2006 ViÃ±a Esmeralda Moscatel (Catalunya)
d8a9b9cc-1341-4faa-8a5c-78199176047a,"Renwood 2006 Pinot Grigio (Lodi)#With a honeyed edge of sweetness to the pineapple and lime flavors, this wine also has a zesty acidity that makes it finish with mouthwatering cleanness. It's easy to like, a nice late afternoon cocktail sipper, and good with baked ham or pot stickers.",Renwood 2006 Pinot Grigio (Lodi)
7fb49af1-915c-4dde-9df6-0407824990cb,"TapeÃ±a 2006 Verdejo (Vino de la Tierra de Castilla)#Clean, wet, a bit sweet and rather formulaic, this Verdejo has a soft, chummy personality and seemingly more than a dash of residual sugar. Still, it manages to push tasty apple cider, papaya and other fuller-bodied, less acidic flavors.",TapeÃ±a 2006 Verdejo (Vino de la Tierra de Castilla)
941734b5-f719-4c3e-88d6-9673d388ce3d,"MarquÃ©s de CÃ¡ceres 2006 Blanco Fermentado en Barrica White (Rioja)#The winery has dialed back the time in oak for its barrel-fermented Viura to two months from five or six, and it's a decidedly less oaky wine than in years prior. Now it shows a controlled lees character along with lemon and apple flavors. Limited in what it offers, but made well.",MarquÃ©s de CÃ¡ceres 2006 Blanco Fermentado en Barrica White (Rioja)
d762a46e-4f2f-491f-b51d-d1aba58379d2,"Bodegas Campante 2006 Versatus White (Ribeiro)#White raisin and touches of lettuce and celery give this multigrape blend some richness but also a bit of green character. The palate shows lemon, green apple and pineapple, and this lean quality is confirmed by the wine's modest 11% alcohol level. Drink now to catch it at its scouring, sorbet-like best.",Bodegas Campante 2006 Versatus White (Ribeiro)
c933ef66-4340-425f-aa17-0aa6aaa8ccdc,"Brick Road 2005 Nine Gums Vineyard Shiraz (McLaren Vale)#Tart blackberry and vanilla flavors mark this bold Shiraz that shows its 14.5% alcohol. There's a rubbery note on the nose that's a bit distracting but should be taken care of by a quick decanting, while black olive and coffee notes emerge on the slightly warm finish.",Brick Road 2005 Nine Gums Vineyard Shiraz (McLaren Vale)
bb687afb-e6dd-499a-89d8-bf81a22b523c,"Chaddsford 2005 Barrel Select Pinot Noir (Pennsylvania)#The earthy spice character of this masculine but poised Pinot makes it a unique and stylish pick for red wine lovers. Flavors are balanced, the acids are in check and the finish is delicate but spicy. Overall, a nice wine with class.",Chaddsford 2005 Barrel Select Pinot Noir (Pennsylvania)
116d685d-a7e5-4511-9494-53b25791d375,"Ventosa 2005 Chardonnay (New York)#Layers of round, appealing Chardonnay aromas lead into this nicely balanced offering from New York. Earthy spice and good acidity give the wine both complexity and elegance, and the finish is lengthy. A good wine for solo sips or pairing with poultry and fish.",Ventosa 2005 Chardonnay (New York)
438e56a0-d82f-4ca7-9e15-d6995a1ef0de,"Bodegas Riojanas 2006 Monte Real Gran Reserva  (Rioja)#For classic Rioja, Monte Real is always a good bet. This offering delivers textbook aromas of dried raspberry and cherry offset by fallen leaves and a pinch of seashell. The palate is still quite fresh, while black cherry, raisin, spice and cocoa flavors finish smooth and long, with a touch of oxidation and a Sherry note for added complexity. Drink through 2022.",Bodegas Riojanas 2006 Monte Real Gran Reserva  (Rioja)
720dfef3-74ca-4cd4-9135-65f32448c034,"ChÃ¢teau de Malle 2011  Sauternes#Laced with acidity, this is a complex, structured wine with great freshness as well as a dry core of botrytis. It has a rich potential, closed at the moment but holding dense texture and balance between lemon and honey. Drink from 2019.",ChÃ¢teau de Malle 2011  Sauternes
dc51e84f-d43e-4361-bde5-8a75bdfc4085,"Presqu'ile 2012 Steiner Creek Vineyard Pinot Noir (San Luis Obispo County)#Coming from an extreme coastal vineyard three miles north of Cambria, this cool-climate study offers aromas of blistered cherry tomatoes, Eastern European goulash spices and crushed peppercorns of all colors. It's fresh and lively on the palate, with hints of rose and tart raspberry. At the same time, it's quite vegetal, with green notes that will evolve into more balanced umami flavors from 2017 to 2022.",Presqu'ile 2012 Steiner Creek Vineyard Pinot Noir (San Luis Obispo County)
a4e229a6-85fc-4c6d-b848-271549596620,"Sante Arcangeli 2013 Split Rail Vineyard Chardonnay (Santa Cruz Mountains)#From a vineyard 1,700 feet above the small town of Corralitos comes this tasty wine that begins with aromas of smoked apple, lemon zest, honeysuckle and sea salt, as well as a struck-match element. The palate shows flavors of fresh apple, chamomile and a dusting of crushed vanilla, all set against a chalky grip.",Sante Arcangeli 2013 Split Rail Vineyard Chardonnay (Santa Cruz Mountains)
ab00a23a-956e-4679-bccf-34981ce869ba,"Sixto 2012 Uncovered Chardonnay (Washington)#A blend of fruit sources used for the winery's three single-vineyard wines, this bottling saw no new oak and is light golden in color with reserved notes of mineral, almond, pineapple and lees. Full bodied, rich and layered with a creamy feel, it's appealing now but should have a long life ahead.",Sixto 2012 Uncovered Chardonnay (Washington)
ed32e8be-cce7-4a62-bb52-97edd4f6f78f,"Syncline 2013 Subduction Red (Columbia Valley (WA))#This blend of Syrah, MourvÃ¨dre, Carignan, Counoise, Grenache and Cinsault immediately appeals with its aromas of plum, candied raspberry and garrigue, with no oak influence anywhere in sight. It's fruit laden, focused and supple, with a feel that dazzles the senses and pure fruit flavors that just won't quit.",Syncline 2013 Subduction Red (Columbia Valley (WA))
3eb3012b-ce20-40cf-899f-676411ab05ed,"Lambardi 2010  Brunello di Montalcino#Classic Sangiovese aromas of underbrush, pressed powder, violet and wild berry mingle in the glass. The vibrant palate offers layers of black cherry, dried red cherry, white pepper, truffle and savory herb alongside firm but refined tannins and bright acidity. This is all about polish and finesse. Drink 2018â€“2028.",Lambardi 2010  Brunello di Montalcino
9a7914b7-8e4b-4bd3-838f-199ab69c708a,"Le CarrÃ© 2012  Saint-Ã‰milion#Rounded and rich, this generous, full-bodied wine comes from a single parcel in the heart of Saint-Ã‰milion. Black fruits are structured with dense tannins and a firm tension between ripeness and dryness. The wine is powerful, finishing with pepper and spice. Drink from 2018.",Le CarrÃ© 2012  Saint-Ã‰milion
0029272b-db6e-4971-9aff-225e0d175a88,"Volver 2014 Tarima Sparkling (Alicante)#Briny lemon-lime aromas are simplistic. This blend of Moscatel and Merseguera is foamy, while good acidity keeps it on a level plane. Ripe, sweet flavors of lychee, honeydew and mango are pure Moscato, while acidity from the Mersequera helps this along.",Volver 2014 Tarima Sparkling (Alicante)
d5082a95-70c0-4330-91d3-0c05e2b9ca49,"Two Vintners 2012 Some Days Are Stones Stoney Vine Vineyard Syrah (Walla Walla Valley (WA))#Whereas many Syrahs from this vintage from the Rocks District show more fruit than usual, this wine is clearly rooted in the stones. It's aromatically expressive with black olive, crushed flowers, mineral, black pepper and an earthy funk. Flavors are silky soft in feel, with a well-balanced mixture of fruit and savory notes that leads to a lingering finish.",Two Vintners 2012 Some Days Are Stones Stoney Vine Vineyard Syrah (Walla Walla Valley (WA))
b9109fd6-975e-4249-a24d-29f766ad3cfd,"Va Piano 2012 Syrah (Columbia Valley (WA))#This blend of Les Collines (60%), Lewis (20%) and Portteus (20%) vineyards, which saw 25% new French oak, offers blueberry and huckleberry along with herb and dark chocolate accents. It's supple and soft in feel, deft but with depth to the fruit flavors.",Va Piano 2012 Syrah (Columbia Valley (WA))
f7e3b20f-d0bd-4c7e-99e7-bc86ddb7d345,"Tenuta San Giorgio 2010 Ugolforte  (Brunello di Montalcino)#This opens with an enticing fragrance of rose, violet, dark berry and underbrush. The firm palate delivers juicy wild cherry, cinnamon and star anise alongside firm but fine-grained tannins and bright acidity. Drink 2018â€“2028.",Tenuta San Giorgio 2010 Ugolforte  (Brunello di Montalcino)
367a2305-cf38-491b-8f90-1058a5d8854d,"Le P'tit Paysan 2013 Jack's Hill Chardonnay (Monterey County)#Ian Brand explores fringe growing regions to deliver well-priced and fun wines for this label. This shows aromas of tight nectarine and Granny Smith apple, and the flavors are laser-focused with apple skins, yellow grapefruit pith and steely gunmetal. Its intense energy is a little wound up now, but will blossom with time.",Le P'tit Paysan 2013 Jack's Hill Chardonnay (Monterey County)
7d83dede-49a3-4c44-a959-cd2aaefbf5cd,"Lisini 2008 Riserva  (Brunello di Montalcino)#Aromas of tilled earth, leafy forest floor, porcini mushroom, truffle and ripe berry lead the nose. The palate offers wild cherry layered with medicinal herb, black pepper and grilled sage supported by firm tannins. It's still young and a bit disjointed so give it time to come together. Drink after 2018.",Lisini 2008 Riserva  (Brunello di Montalcino)
a127e199-22e8-4b5e-9515-2a1b2fd7ce62,"Mesa Del Sol 2009 Syrah (Arroyo Seco)#The aging program for this Syrah, which comes from a vineyard near the intersection of the Carmel and Salinas valleys, results in a solidly balanced wine. Pepper, boysenberry and game consume the nose, with blackberry fruit, mint, tobacco and a greenish bitterness keeping the palate interesting.",Mesa Del Sol 2009 Syrah (Arroyo Seco)
4f8a47fc-8f13-4e16-9cad-1547e776e5dc,"Ornellaia 2012 Le Serre Nuove  (Bolgheri)#This full-bodied red manages to be concentrated and weightless at the same time. It opens with aromas of blue flower, wild berry and a whiff of espresso. The smooth, almost creamy palate delivers a black cherry core while notes of graphite, clove, ground pepper and cake spice add depth. It's impeccably balanced, with velvety tannins and just the right amount of freshness. Drink through 2017.",Ornellaia 2012 Le Serre Nuove  (Bolgheri)
36a3cc4f-9ef4-4fbd-9e70-7cd19abc4c62,"Analemma 2010 Atavus Vineyard Blanc de Noir Pinot Noir (Columbia Gorge (WA))#This is an extremely rare beastâ€”a single-vineyard, single-varietal (Pinot Noir), single-vintage sparkling wine. Aged sur lie for 42 months, it draws you into the glass with notes of smoke, raspberry, mineral and nutty spices. The flavors are light and lively with tart, racy acidity and a long, lingering finish.",Analemma 2010 Atavus Vineyard Blanc de Noir Pinot Noir (Columbia Gorge (WA))
10411832-8437-45af-a0d6-0699897a9281,"Bella 2012 Block 10 Zinfandel (Alexander Valley)#A deep, dark color, unusually ripe and exotic aromas, and intense flavors recalling boysenberry syrup make this a monster Zin. It's not very tannic or astringent, but the body is so rich and the alcohol relatively high that it oozes power and concentration. This will be great after a meal with cheese or chocolate.",Bella 2012 Block 10 Zinfandel (Alexander Valley)
7ffe6852-5c63-4da2-8184-0793045cb5e6,"Centolani 2010 Poggiotondo  (Brunello di Montalcino)#Aromas of menthol, dried flower, ripe berry, leather and savory herb lead the nose. The rich palate delivers crushed wild cherry, stewed plum, cinnamon, anise and a hint of vanilla alongside round tannins. Despite its big, friendly structure, it also boasts finesse. Drink through 2022.",Centolani 2010 Poggiotondo  (Brunello di Montalcino)
e1829eeb-2986-416f-a0d2-eb751bba163e,"ChÃ¢teau Bouscaut 2012  Pessac-LÃ©ognan#Meaty and spicy, this wine is in an early stage of development. It has dark tannins that have an extracted, tough character. However, the weight of ripe fruit is all there, promising a rich and concentrated wine for the future. Drink from 2020.",ChÃ¢teau Bouscaut 2012  Pessac-LÃ©ognan
55358053-ea09-4503-b9ef-820b70d29ed6,"ChÃ¢teau Couhins 2012  Pessac-LÃ©ognan#New-wood spice dominates the aroma of this wine, given weight by the rich black plum fruits and concentrated acidity. With its big structure and equally big fruits, this is an impressive wine for long aging. Drink from 2022.",ChÃ¢teau Couhins 2012  Pessac-LÃ©ognan
f3034195-8a93-447f-a59b-3691f7e14bb9,"ChÃ¢teau d'Arche 2011  Sauternes#This wine has yeasty aromas and a light character that brings out springy acidity before the dry botrytis. It is still forming itself around the dry core, waiting to become generous and rich. Drink from 2019.",ChÃ¢teau d'Arche 2011  Sauternes
4002621a-528d-441d-8abe-d1a3c5ae42b0,"ChÃ¢teau Gaudin 2011  Pauillac#One of the few great values from Pauillac, this 10-acre estate has produced an attractive perfumed wine that expresses both ripe black fruit and great structure. It's not a wine for long aging with its already-fragrant acidity. It has sweet tannins, delicious fruitiness and a lengthy aftertaste. Drink from 2019.",ChÃ¢teau Gaudin 2011  Pauillac
97670c9e-78dc-4443-9610-d293984e21b4,"ChÃ¢teau PhÃ©lan-SÃ©gur 2012  Saint-EstÃ¨phe#As is often the case with PhÃ©lan SÃ©gur, there is an excess of wood in this wine. Sometimes it works, as here, because the big, bold fruits are powerful enough to match the toastiness. That suggests a future as a ripe, black-fruited and structured wine with room for juicy acidity. Drink from 2019.",ChÃ¢teau PhÃ©lan-SÃ©gur 2012  Saint-EstÃ¨phe
27866cc0-9c83-468a-b481-622f4346007f,"Darcie Kent Vineyards 2012 De Mayo Block Chardonnay (Livermore Valley)#This barrel-fermented wine has opulent aromas of nougat, butterscotch and pear tart. Equally interesting flavors stress the spice and pastry notes rather than straightforward fruitiness. It is attractively rich in mouth feel, dry, full-bodied and grand in style.",Darcie Kent Vineyards 2012 De Mayo Block Chardonnay (Livermore Valley)
2a00ccc6-41e9-45b7-a2d3-960f4f0e2efe,"Univitis 2013 ChÃ¢teau Les Vergnes  (Bordeaux)#Forward red fruits give a good beginning to this light and fruity blend of Merlot, Cabernet Franc and Cabernet Sauvignon. It is crisp with red currant flavors and layers of acidity. Drink now.",Univitis 2013 ChÃ¢teau Les Vergnes  (Bordeaux)
43350ec5-f3d9-4576-8a18-aebe2c7eb30f,"Finca La Pica 2011 Crianza  (Rioja)#From the beginning, this crianza from a very good vintage is lacking. The nose is mulchy and cheesy, with almost no fruit character. The palate is edgy in feel, while leafy, stalky red-fruit flavors are salty and taste of vanilla and caramel.",Finca La Pica 2011 Crianza  (Rioja)
419b6203-995c-49d0-b5e8-02916418ddd3,ChÃ¢teau Saint-Urban 2013  Blaye CÃ´tes de Bordeaux#Jammy fruits conflict with a firm tannic structure. This wine is not yet balanced and needs a lighter touch. Producer is Jean Paul Barre.,ChÃ¢teau Saint-Urban 2013  Blaye CÃ´tes de Bordeaux
17e645f8-64f1-48ba-841c-c97b327f1b41,"Conde de Subirats NV Brut Rose Sparkling (Cava)#Aromas of rhubarb, herbs and strawberry mark the nose. This feels solid and mostly fresh, while flavors of pickled rhubarb and briny plum come with sugary sweetness in front of a salty finish.",Conde de Subirats NV Brut Rose Sparkling (Cava)
41c91e9a-55ff-4c46-ac6c-3497927a9c60,"Crayelle Cellars 2013 Bishop's Block Red (Ancient Lakes)#This wine is a field blend of Syrah, MourvÃ¨dre and Grenache from Bishop's vineyard. Aromas of herbs, berry, cumin and wet copper penny are followed by smooth-feeling dark berry flavors with a tart, mesquite-filled finish.",Crayelle Cellars 2013 Bishop's Block Red (Ancient Lakes)
cab75a3a-8a8a-4bae-93ce-9652f25496a7,"Domaine Beausejour 2014 Les Grenettes Sauvignon Blanc (Touraine)#Lemon and spice make this a fruity while textured wine. It tastes like the chalk soil from which it comes, very mineral and flinty. This wine is all fruit now and will broaden out from 2016.",Domaine Beausejour 2014 Les Grenettes Sauvignon Blanc (Touraine)
db9db56b-ca28-4fe6-baa9-497451af37fa,"Les Rocailles 2014 Pinot Noir (Vin de Savoie)#This is just recognizably Pinot Noir, full of tannins with a tight edge. Bitter cherry flavors and very fresh acidity give a mineral flavor that is only just showing juiciness. Drink from 2016.",Les Rocailles 2014 Pinot Noir (Vin de Savoie)
7804b99b-7559-4bcf-8f78-6878c971cb9b,"Niel Santofimia 2013 Red (Almansa)#Charred, blackened aromas of mint, licorice and burnt tire overshadow the wine's black-fruit components. This feels thick and dense, with chewy weight. Medicinal, herbal flavors of black fruits are peppery and a bit green, while mint and cough drop notes control the finish of this 85% Garnacha Tintorera and 15% Monastrell blend.",Niel Santofimia 2013 Red (Almansa)
3bce246f-f06a-4a96-8126-5117033c77f5,"Producta Vignobles 2013 Mission St. Vincent  (Bordeaux)#While this wine has a strong tannic structure, it also offers plenty of ripe fruit. Acidity is kept in its place, giving freshness allied to warm berries. Drink this attractive wine from 2016.",Producta Vignobles 2013 Mission St. Vincent  (Bordeaux)
d9d9013e-7cdc-4e41-94c7-5eb3b2833f99,"Silver Thread 2014 Randolph O'Neill Vineyard Riesling (Cayuga Lake)#Apple and pear notes have a slightly savory tone in this brisk, lemony dry Riesling. Throughout a tasting of two samples, there are lingering tones of rubber and struck matches that blow off gradually with aeration.",Silver Thread 2014 Randolph O'Neill Vineyard Riesling (Cayuga Lake)
733b4f02-79f8-4c60-b9f5-583d34cb480a,"V. Sattui 2012 Malbec (Napa Valley)#This juicy red wine offers thick layers of black pepper and blueberry around sturdy oak. However, its opulent beginnings start to thin on the midpalate, veering into sour flavors and a touch of heat.",V. Sattui 2012 Malbec (Napa Valley)
25eb6bf6-a406-4105-ba99-072ef8ee7830,"Ventosa 2013 Riesling (Seneca Lake)#Sweet green apple, lemon and lime notes meld in this off-dry Riesling, somewhat evocative of green Jolly Rancher's candy. Whiffs of smoke and nuts add a savory dimension to this brisk, easy drinking wine. Drink now.",Ventosa 2013 Riesling (Seneca Lake)
78cbb566-2061-4367-ae14-ab805912494d,"Biutiful NV Brut Rose Garnacha (Cava)#Pickled, briny aromas of citrus and berry fruits are modest. On the palate, this is soft and low on acidity. Flavors of raspberry, cherry and red currant are mild, with a touch of bitterness.",Biutiful NV Brut Rose Garnacha (Cava)
09c00703-83ed-48d1-b40c-1634893bc42f,"Cap Royal 2014  Bordeaux Blanc#This crisp, fruity wine is fresh with citrus, grapefruit and an attractive zesty texture. Aromatic and bright, it is ready to drink now, clean and fragrant.",Cap Royal 2014  Bordeaux Blanc
318bfae3-72f3-46fb-b019-7d0c9fbad207,"Cave B 2014 Dry RosÃ© (Ancient Lakes)#All Merlot, this pale-pink wine offers aromas of herbs, grass and cherry. Though the label suggests otherwise, it drinks off dry, with pit-fruit flavors.",Cave B 2014 Dry RosÃ© (Ancient Lakes)
1ce8c17d-6eb1-47ff-ab92-70ec3eff80cd,"ChÃ¢teau Barreyre 2013  Bordeaux SupÃ©rieur#Too much extraction has given this wine a dry character. It does have juicy red fruits underneath and these should come out as the wine ages. It is likely, though, always to be a dry wine.",ChÃ¢teau Barreyre 2013  Bordeaux SupÃ©rieur
d3f3db8a-40b7-4aa8-93fc-ae8a857e6747,"ChÃ¢teau Laronde DÃ©sormes 2013  Bordeaux SupÃ©rieur#This firm, smoky wine with fine tannins and ripe fruit is developing well, allowing the berry fruits to come through the structure. Give this wine until late 2016.",ChÃ¢teau Laronde DÃ©sormes 2013  Bordeaux SupÃ©rieur
c3909eee-87d2-4742-8335-b526cb832975,"ChÃ¢teau Los Boldos 2013 Grand Reserve Syrah (Cachapoal Valley)#Flat boysenberry and plum aromas are jammy and a bit floral. This feels clipped and rugged, with reedy plum and raspberry flavors that finish short.",ChÃ¢teau Los Boldos 2013 Grand Reserve Syrah (Cachapoal Valley)
261eeea1-ee5b-4c44-9bd6-30b7fbd3fe80,"ChÃ¢teau Roquevieille 2013  Castillon CÃ´tes de Bordeaux#From owner Jean-Pierre Palatin's vineyards at the highest elevation in this appellation, this mostly Merlot wine is soft and fruity, ripe but with little sense of structure. It is juicy and with some acidity. Light and perfumed, it is ready to drink. The winemaker is Thomas Guibert who also handles Ferrand, Palatin's Saint-Ã‰milion grand cru.",ChÃ¢teau Roquevieille 2013  Castillon CÃ´tes de Bordeaux
c94c42a9-e486-4bb6-b1d2-8cf5741381f9,"Cocobon 2013 Red (California)#A very deep red color catches the attention. Next, strong, wild aromas like smoke and black rubber lead to a rather fruity but still firm and tannic texture. The flavors are more like blackberries and blueberries, but the overall effect is slightly viscous.",Cocobon 2013 Red (California)
300c0efb-ee77-4810-bd85-c8a698913110,"Domaine de la SangliÃ¨re 2014 Juliette RosÃ© (MediterranÃ©e)#Soft, ripe and fruity, this spicy wine has attractive acidity. It offers a light texture, pepper and a bite of orange zest at the end.",Domaine de la SangliÃ¨re 2014 Juliette RosÃ© (MediterranÃ©e)
fe941017-806c-40bd-a17f-6ac07f2ca3a7,"DoÃ±a Isadora 2012 CarmenÃ¨re (Central Valley)#Herbal berry aromas include a heavy dose of spent coffee grinds and oak. This has an edgy, hard mouthfeel and oaky flavors of plastic and vanilla that sit on top of herbal berry notes. A creamy finish maintains the wine's oaky theme.",DoÃ±a Isadora 2012 CarmenÃ¨re (Central Valley)
34add2ef-4c92-4a97-9cf1-ebc22c706d43,"Ehret 2010 Bellarina Meritage (Knights Valley)#Dark, dry and puckering with a stewed plum aroma and flavor, this wine offers a depth of tannin and herbal notes. A blend of 70% Cabernet Sauvignon, 22% Cabernet Franc and 8% Merlot, it spent 20 months in French oak.",Ehret 2010 Bellarina Meritage (Knights Valley)
3f491a45-0152-4dfe-a805-53919103b966,"ChÃ¢teau de Belcier 2013  Castillon CÃ´tes de Bordeaux#Ripe and jammy with attractive soft fruits and acidity, this wine has crushed strawberry and light spice flavors. Drink from late 2016. MACIF, a mutual insurance company, bought the estate in the 1980s and restored the vineyards and beautiful chÃ¢teau. The estate manager is FredÃ©ric Dubois and consultant is Georges Pauli.",ChÃ¢teau de Belcier 2013  Castillon CÃ´tes de Bordeaux
839d2832-32e0-41ca-a2b0-42e017b4c99d,"ChÃ¢teau des Tourtes 2012  Blaye CÃ´tes de Bordeaux#This wine is concentrated, with fruit that seems too ripe. Jammy berry flavors are mixed in with dry tannins and a firm backdrop. It's solid, although not quite balanced. The estate was founded in 1967 by Philippe Raguenot; daughters Emmanuelle and Marie-Pierre took over in 1997.",ChÃ¢teau des Tourtes 2012  Blaye CÃ´tes de Bordeaux
df6b520c-3b4b-455a-82b6-8826403cd11e,"ChÃ¢teau Donjon de Bruignac 2013 Premium  (Bordeaux SupÃ©rieur)#While there are firm tannins, this wine also has plenty of fresh black currant fruits. Acidity and a crisp texture give it a lift and brightness. Drink this 100% Merlot from 2016 when the tannins have softened.",ChÃ¢teau Donjon de Bruignac 2013 Premium  (Bordeaux SupÃ©rieur)
3e786d79-e5b7-4849-8e3f-4d67d2da4f6e,"ChÃ¢teau Godard 2013  Francs CÃ´tes de Bordeaux#Perfumed strawberry aromas show well. On the palate, this wine is fruity, jammy in texture with good balancing acidity. The tannins still need to soften, so drink from 2017.",ChÃ¢teau Godard 2013  Francs CÃ´tes de Bordeaux
dbe17119-fda2-46d4-b802-b43c799c1ad8,"ChÃ¢teau Haut Boilon 2013  Blaye CÃ´tes de Bordeaux#Firm but with juicy fruit, this 80% Merlot and 20% Cabernet Sauvignon blend is a solid, still young, wine. The aftertaste is tough and packed with acidity.",ChÃ¢teau Haut Boilon 2013  Blaye CÃ´tes de Bordeaux
e500b402-fd3f-4be0-9c20-6cb74e64e47b,"Helix by Reininger 2011 Stone Tree SoRhÃ´ Red (Columbia Valley (WA))#This Southern RhÃ´ne-style blend is roughly half MourvÃ¨dre, 31% Grenache and 17% Cinsault. It's a delicious match-up, with the MourvÃ¨dre underscoring the minerality, and providing grip and texture around the racy red berry flavors of the other two grapes. The wine has a spine of steel, suggesting it will age through 20206â€“2022.",Helix by Reininger 2011 Stone Tree SoRhÃ´ Red (Columbia Valley (WA))
4f38ef06-9819-4c4a-b578-87bc6b52ac92,"Capanna 2009  Brunello di Montalcino#Classically crafted, it opens with a fruit-driven fragrance of bright red berries accented with whiffs of cooking spices and balsamic herbs. The juicy palate delivers fleshy black cherry, black raspberry, black pepper and exotic spices alongside big, velvety tannins. Soft and delicious, this is already accessible so enjoy over the next few years.",Capanna 2009  Brunello di Montalcino
bf83f6bc-9829-43a8-a6f5-941ef4af32f1,"Cellers UniÃ³ 2009 Roureda Llicorella Gran SelecciÃ³ Vitis 60 Red (Priorat)#Jammy, ripe blueberry and blackberry aromas belie a crisp, tight palate, with wild berry, licorice and peppery flavors. This is fresh, wiry, firmly structured and alert as well as comfortable and controlled. Think classic Priorat to drink through 2018.",Cellers UniÃ³ 2009 Roureda Llicorella Gran SelecciÃ³ Vitis 60 Red (Priorat)
e04efbe0-c9fa-46c5-b828-6a701c937ecb,"ChÃ¢teau Haut Bertinerie 2010  Blaye CÃ´tes de Bordeaux#Hugely tannic, this formidable wine has great weight, richness and a dark and dense structure. Juicy berry fruits, sweet plum flavors and a dry, concentrated backdrop promise aging. Drink from 2018.",ChÃ¢teau Haut Bertinerie 2010  Blaye CÃ´tes de Bordeaux
1b4bfd6b-9aae-4c06-8570-37edc28c198c,"ChÃ¢teau Lalande-Borie 2011  Saint-Julien#Perfumed, ripe and packed with blackberry fruits, this wine displays a great sense of elegance. It is fresh while the solid structure provides a contrast of tannins. The end shows acidity and fruitiness.",ChÃ¢teau Lalande-Borie 2011  Saint-Julien
1640978b-2616-4535-abac-1516e0b7c99b,"ChÃ¢teau Preuillac 2011  MÃ©doc#A strong Merlot element has produced a ripe, juicy wine, full of fruit balanced with a subtle use of wood. It's a powerful, concentrated wine that has impressive tannins, rich berry fruits and acidity. Drink from 2018.",ChÃ¢teau Preuillac 2011  MÃ©doc
f289e6d7-7993-4f70-a2bf-708c6a97d2ab,"Koenig Vineyards 2011 Ice Wine Riesling#This is a Ã¼ber aromatic wine with a long list of notes that include orange marmalade, peach, citrus, and drizzled honey. Harvested at 42 brix and retaining a whopping 240 g/L residual sugar, it's supremely rich and sweet with a lingering finish.",Koenig Vineyards 2011 Ice Wine Riesling
9a919051-3f6e-4222-82f7-b75514aea82a,"Krutz 2011 Soberanes Vineyard Pinot Noir (Santa Lucia Highlands)#The vineyard is famous for producing ripe, luscious Pinots stuffed with massive fruit. Many wineries have dipped into it over the years. Krutz's rendition is dry, balanced and full-bodied, with relatively high alcohol framing raspberry, cherry, cola, red plum, exotic spice and sandalwood flavors. It should age well through 2020â€“2022.",Krutz 2011 Soberanes Vineyard Pinot Noir (Santa Lucia Highlands)
48f35b8e-bc00-47aa-8220-995ad0b2f91f,"Loring Wine Company 2012 Aubaine Vineyard Pinot Noir (San Luis Obispo County)#The vineyard is near if not entirely within the Arroyo Grande Valley appellation, and it shows that region's tannins, acidity and ripe, long hangtime flavors. The balanced 2012 vintage has given it tremendously ripe cherry, raspberry, red currant and cola flavors, yet the wine retains an exciting sense of control and balance. Give it until 2018â€“2019 in the cellar to gain traction.",Loring Wine Company 2012 Aubaine Vineyard Pinot Noir (San Luis Obispo County)
c69118c8-3155-4f84-897a-a2bab70a6593,"Loring Wine Company 2012 Durell Vineyard Chardonnay (Sonoma Coast)#It's risky to suggest aging a California Chardonnay, but you'd do well to stash this away until sometime in 2015. Right now, the wine is all about brisk acidity, oak and fresh, ripe tropical fruit, orange and pear flavors. All those parts need time to come together.",Loring Wine Company 2012 Durell Vineyard Chardonnay (Sonoma Coast)
